"transaction_id","item"
175,"cola"
175,"chips"
176,"bread"
176,"butter"
176,"diapers"
176,"cola"
177,"bread"
177,"butter"
177,"milk"
178,"bread"
178,"diapers"
178,"beer"
179,"milk"
179,"eggs"
179,"diapers"
179,"beer"
180,"bread"
180,"butter"
181,"milk"
181,"eggs"
182,"milk"
183,"bread"
183,"butter"
183,"cola"
183,"chips"
184,"milk"
184,"eggs"
185,"bread"
185,"butter"
186,"bread"
186,"milk"
186,"eggs"
186,"cola"
186,"chips"
187,"milk"
188,"bread"
188,"milk"
188,"eggs"
188,"cola"
188,"chips"
189,"diapers"
189,"beer"
190,"diapers"
190,"beer"
190,"cola"
190,"chips"
191,"milk"
191,"eggs"
191,"cola"
191,"chips"
192,"milk"
193,"bread"
193,"milk"
193,"diapers"
193,"beer"
194,"cola"
194,"chips"
195,"bread"
195,"butter"
195,"diapers"
195,"beer"
196,"bread"
196,"butter"
196,"milk"
197,"bread"
197,"butter"
197,"diapers"
197,"beer"
198,"bread"
198,"butter"
198,"diapers"
198,"cola"
199,"diapers"
199,"beer"
199,"cola"
199,"chips"
200,"bread"
200,"butter"
200,"milk"
200,"eggs"
201,"bread"
201,"milk"
201,"diapers"
202,"bread"
202,"butter"
202,"diapers"
202,"beer"
203,"bread"
203,"butter"
203,"milk"
203,"eggs"
203,"cola"
204,"bread"
204,"butter"
204,"diapers"
204,"beer"
205,"milk"
206,"diapers"
206,"beer"
206,"cola"
207,""
208,""
209,"bread"
209,"milk"
209,"eggs"
210,"milk"
210,"eggs"
210,"diapers"
210,"beer"
210,"cola"
210,"chips"
211,"milk"
211,"eggs"
211,"diapers"
211,"beer"
212,"bread"
212,"butter"
212,"milk"
212,"eggs"
212,"diapers"
212,"beer"
213,"bread"
213,"butter"
213,"milk"
214,"bread"
214,"butter"
215,"diapers"
215,"beer"
215,"cola"
216,"milk"
216,"eggs"
217,"milk"
217,"eggs"
217,"cola"
218,"bread"
218,"butter"
218,"cola"
218,"chips"
219,"bread"
219,"butter"
220,"milk"
221,"bread"
221,"butter"
221,"milk"
221,"cola"
221,"chips"
222,"milk"
222,"eggs"
222,"diapers"
223,"bread"
223,"butter"
224,"bread"
224,"butter"
224,"diapers"
224,"beer"
225,"diapers"
225,"beer"
226,"bread"
226,"butter"
226,"milk"
226,"eggs"
227,"milk"
227,"eggs"
228,"milk"
228,"cola"
228,"chips"
229,"bread"
229,"butter"
229,"milk"
230,"bread"
230,"butter"
231,"diapers"
231,"beer"
231,"cola"
232,"bread"
232,"butter"
232,"milk"
232,"eggs"
232,"diapers"
232,"beer"
233,"bread"
233,"butter"
233,"milk"
233,"eggs"
233,"diapers"
233,"beer"
234,"bread"
234,"butter"
235,"bread"
235,"butter"
236,"bread"
236,"butter"
236,"cola"
236,"chips"
237,"bread"
238,"bread"
238,"butter"
239,"bread"
239,"butter"
239,"milk"
239,"eggs"
240,"bread"
240,"butter"
240,"milk"
240,"eggs"
241,"bread"
242,"bread"
242,"butter"
243,"milk"
243,"eggs"
243,"diapers"
243,"beer"
243,"cola"
243,"chips"
244,"bread"
244,"butter"
244,"milk"
244,"eggs"
244,"cola"
245,"bread"
245,"cola"
245,"chips"
246,"bread"
246,"butter"
247,"bread"
247,"milk"
247,"eggs"
248,"bread"
248,"diapers"
248,"beer"
249,"bread"
249,"butter"
249,"diapers"
249,"beer"
249,"cola"
249,"chips"
250,"diapers"
250,"beer"
251,"milk"
251,"diapers"
251,"beer"
252,"bread"
252,"butter"
252,"cola"
252,"chips"
253,"bread"
253,"diapers"
253,"beer"
254,"milk"
254,"eggs"
255,"bread"
255,"butter"
255,"diapers"
255,"beer"
255,"cola"
255,"chips"
256,"milk"
256,"cola"
257,"bread"
257,"butter"
257,"cola"
257,"chips"
258,""
259,"bread"
259,"milk"
259,"eggs"
259,"diapers"
259,"beer"
260,"milk"
260,"diapers"
260,"beer"
261,""
262,"bread"
262,"butter"
262,"milk"
262,"eggs"
263,"milk"
264,"bread"
264,"diapers"
264,"beer"
264,"cola"
265,"bread"
265,"butter"
265,"diapers"
265,"beer"
265,"cola"
265,"chips"
266,"bread"
267,"bread"
267,"butter"
267,"diapers"
267,"beer"
268,"bread"
268,"butter"
269,"diapers"
269,"beer"
270,"bread"
270,"butter"
271,"milk"
271,"eggs"
272,"milk"
272,"cola"
272,"chips"
273,"milk"
274,"bread"
274,"butter"
275,"bread"
275,"butter"
275,"cola"
275,"chips"
276,"bread"
276,"butter"
276,"milk"
276,"diapers"
276,"beer"
276,"cola"
276,"chips"
277,"diapers"
277,"beer"
277,"cola"
277,"chips"
278,"bread"
278,"butter"
279,"cola"
279,"chips"
280,""
281,"bread"
281,"diapers"
282,""
283,"bread"
283,"butter"
283,"diapers"
283,"beer"
284,"bread"
284,"butter"
284,"cola"
284,"chips"
285,"bread"
285,"butter"
285,"milk"
285,"eggs"
286,"bread"
286,"butter"
286,"milk"
286,"cola"
286,"chips"
287,"bread"
287,"butter"
287,"milk"
287,"eggs"
288,"diapers"
288,"beer"
289,"bread"
289,"cola"
289,"chips"
290,"milk"
290,"diapers"
290,"beer"
291,"milk"
292,"bread"
292,"milk"
293,"milk"
293,"diapers"
293,"beer"
294,"milk"
295,"bread"
295,"butter"
295,"milk"
295,"eggs"
295,"cola"
295,"chips"
296,"bread"
296,"butter"
296,"milk"
296,"eggs"
296,"diapers"
296,"cola"
296,"chips"
297,"bread"
297,"butter"
298,"milk"
298,"eggs"
299,"cola"
299,"chips"
300,"milk"
301,"bread"
301,"butter"
302,"bread"
302,"butter"
302,"milk"
302,"eggs"
302,"cola"
302,"chips"
303,"bread"
303,"butter"
303,"diapers"
303,"cola"
303,"chips"
304,"bread"
304,"butter"
304,"diapers"
304,"beer"
305,"bread"
305,"butter"
306,"milk"
306,"cola"
306,"chips"
307,"milk"
307,"eggs"
307,"diapers"
307,"beer"
307,"cola"
307,"chips"
308,"bread"
308,"butter"
308,"milk"
308,"diapers"
308,"beer"
308,"cola"
309,"milk"
309,"diapers"
309,"beer"
310,"bread"
310,"butter"
310,"milk"
310,"eggs"
310,"diapers"
310,"beer"
310,"cola"
310,"chips"
311,"bread"
311,"butter"
311,"milk"
311,"eggs"
312,"bread"
312,"butter"
312,"milk"
312,"diapers"
312,"beer"
312,"cola"
313,"milk"
314,"bread"
314,"butter"
314,"milk"
314,"eggs"
315,"diapers"
316,""
317,"bread"
317,"milk"
318,"diapers"
318,"beer"
319,"milk"
319,"eggs"
319,"diapers"
319,"beer"
320,"bread"
321,"diapers"
322,"bread"
322,"butter"
322,"milk"
322,"eggs"
323,""
324,"bread"
324,"butter"
324,"milk"
324,"eggs"
324,"diapers"
324,"beer"
325,""
326,"bread"
326,"butter"
326,"milk"
326,"eggs"
326,"diapers"
326,"beer"
326,"cola"
327,"bread"
327,"cola"
327,"chips"
328,"bread"
328,"milk"
328,"eggs"
329,"bread"
329,"butter"
329,"cola"
329,"chips"
330,"bread"
330,"milk"
330,"diapers"
330,"beer"
331,"bread"
331,"butter"
331,"milk"
332,"bread"
332,"butter"
332,"cola"
333,"bread"
333,"butter"
333,"cola"
334,"milk"
334,"eggs"
335,"diapers"
335,"beer"
335,"cola"
335,"chips"
336,"milk"
336,"eggs"
336,"diapers"
336,"beer"
337,"bread"
337,"butter"
337,"milk"
337,"diapers"
337,"beer"
337,"cola"
337,"chips"
338,"bread"
338,"butter"
339,"milk"
340,"milk"
340,"eggs"
341,"milk"
341,"cola"
342,"bread"
342,"butter"
343,"bread"
343,"butter"
343,"cola"
343,"chips"
344,"milk"
344,"diapers"
344,"beer"
344,"cola"
344,"chips"
345,""
346,"bread"
346,"butter"
346,"diapers"
346,"beer"
347,"bread"
347,"butter"
347,"cola"
347,"chips"
348,"bread"
348,"butter"
348,"cola"
349,"bread"
349,"butter"
349,"milk"
349,"diapers"
349,"beer"
350,"bread"
350,"butter"
350,"milk"
350,"eggs"
350,"cola"
350,"chips"
351,"bread"
351,"butter"
351,"diapers"
351,"beer"
351,"cola"
352,"bread"
352,"milk"
353,"milk"
353,"diapers"
353,"beer"
354,"bread"
354,"butter"
354,"milk"
354,"diapers"
354,"beer"
355,"bread"
355,"milk"
355,"eggs"
356,"milk"
357,"diapers"
358,"bread"
358,"butter"
359,"bread"
359,"butter"
359,"diapers"
359,"beer"
360,"bread"
360,"cola"
360,"chips"
361,"bread"
361,"butter"
362,"bread"
362,"butter"
362,"diapers"
362,"beer"
363,"milk"
364,"bread"
364,"diapers"
364,"beer"
365,"milk"
365,"diapers"
365,"beer"
366,"bread"
366,"diapers"
366,"beer"
366,"cola"
367,"bread"
367,"milk"
367,"diapers"
367,"beer"
367,"cola"
368,"bread"
368,"butter"
368,"diapers"
368,"beer"
368,"cola"
368,"chips"
369,"bread"
369,"butter"
369,"milk"
369,"cola"
369,"chips"
370,"bread"
370,"butter"
370,"milk"
370,"eggs"
371,"bread"
371,"butter"
372,"bread"
372,"butter"
372,"cola"
372,"chips"
373,"bread"
373,"butter"
373,"milk"
373,"cola"
373,"chips"
374,""
375,"cola"
375,"chips"
376,"milk"
376,"eggs"
376,"cola"
376,"chips"
377,""
378,"bread"
378,"butter"
378,"cola"
378,"chips"
379,"milk"
379,"eggs"
380,"bread"
380,"butter"
380,"diapers"
380,"beer"
381,"bread"
381,"butter"
381,"milk"
381,"cola"
382,"bread"
382,"butter"
382,"cola"
382,"chips"
383,"bread"
383,"milk"
383,"eggs"
384,"bread"
384,"butter"
384,"milk"
384,"eggs"
385,"bread"
385,"butter"
385,"cola"
385,"chips"
386,"bread"
386,"butter"
386,"milk"
386,"eggs"
386,"diapers"
387,"bread"
387,"milk"
387,"eggs"
387,"diapers"
387,"beer"
387,"cola"
387,"chips"
388,"bread"
388,"cola"
388,"chips"
389,"bread"
389,"butter"
389,"milk"
390,"diapers"
390,"beer"
390,"cola"
391,"diapers"
392,"diapers"
392,"beer"
393,"milk"
393,"diapers"
393,"beer"
394,"bread"
394,"butter"
394,"milk"
394,"eggs"
395,"bread"
395,"milk"
396,"milk"
396,"eggs"
397,"milk"
397,"eggs"
397,"cola"
397,"chips"
398,"bread"
398,"butter"
398,"milk"
398,"eggs"
398,"cola"
399,"cola"
399,"chips"
400,"milk"
400,"diapers"
400,"beer"
